player,match,year,age,winrate,playerrank
Tim Henman,119,1996.25,21.5,59.66,61
Tim Henman,156,1996.75,22,61.54,61
Tim Henman,188,1997.25,22.5,62.23,61
Tim Henman,223,1997.75,23,62.33,61
Tim Henman,259,1998.25,23.5,62.16,61
Tim Henman,306,1998.75,24,63.4,61
Tim Henman,348,1999.25,24.5,63.79,61
Tim Henman,388,1999.75,25,63.4,61
Tim Henman,425,2000.25,25.5,63.53,61
Tim Henman,461,2000.75,26,63.56,61
Tim Henman,504,2001.25,26.5,64.68,61
Tim Henman,542,2001.75,27,65.13,61
Tim Henman,581,2002.25,27.5,65.92,61
Tim Henman,617,2002.75,28,65.96,61
Tim Henman,628,2003.25,28.5,65.61,61
Tim Henman,657,2003.75,29,65.6,61
Tim Henman,690,2004.25,29.5,65.94,61
Tim Henman,727,2004.75,30,66.16,61
Tim Henman,754,2005.25,30.5,65.92,61
Tim Henman,773,2005.75,31,65.59,61
Tim Henman,795,2006.25,31.5,65.16,61
Tim Henman,819,2006.75,32,65.08,61
Tim Henman,833,2007.25,32.5,64.95,61
Goran Ivanisevic,1,1988,16.25,40,60
Goran Ivanisevic,4,1988.25,16.5,50,60
Goran Ivanisevic,7,1988.75,17,42.86,60
Goran Ivanisevic,26,1989.25,17.5,46.15,60
Goran Ivanisevic,62,1989.75,18,53.23,60
Goran Ivanisevic,80,1990.25,18.5,51.25,60
Goran Ivanisevic,129,1990.75,19,61.24,60
Goran Ivanisevic,154,1991.25,19.5,60.39,60
Goran Ivanisevic,196,1991.75,20,61.73,60
Goran Ivanisevic,230,1992.25,20.5,63.48,60
Goran Ivanisevic,264,1992.75,21,64.39,60
Goran Ivanisevic,298,1993.25,21.5,65.77,60
Goran Ivanisevic,335,1993.75,22,66.27,60
Goran Ivanisevic,391,1994.25,22.5,67.52,60
Goran Ivanisevic,431,1994.75,23,67.75,60
Goran Ivanisevic,464,1995.25,23.5,67.46,60
Goran Ivanisevic,516,1995.75,24,67.83,60
Goran Ivanisevic,569,1996.25,24.5,69.24,60
Goran Ivanisevic,607,1996.75,25,68.86,60
Goran Ivanisevic,664,1997.25,25.5,69.43,60
Goran Ivanisevic,697,1997.75,26,69.01,60
Goran Ivanisevic,726,1998.25,26.5,68.73,60
Goran Ivanisevic,762,1998.75,27,68.5,60
Goran Ivanisevic,791,1999.25,27.5,68.02,60
Goran Ivanisevic,816,1999.75,28,67.28,60
Goran Ivanisevic,844,2000.25,28.5,66.59,60
Goran Ivanisevic,857,2000.75,29,66.16,60
Goran Ivanisevic,883,2001.25,29.5,65.8,60
Goran Ivanisevic,910,2001.75,30,65.71,60
Goran Ivanisevic,937,2003.25,31.5,64.99,60
Goran Ivanisevic,944,2004.25,32.5,64.72,60
Harold Solomon,1,1973,20.25,40,59
Harold Solomon,15,1973.25,20.5,40,59
Harold Solomon,36,1973.75,21,44.44,59
Harold Solomon,57,1974.25,21.5,49.12,59
Harold Solomon,108,1974.75,22,58.33,59
Harold Solomon,161,1975.25,22.5,60.87,59
Harold Solomon,209,1975.75,23,62.2,59
Harold Solomon,257,1976.25,23.5,63.04,59
Harold Solomon,304,1976.75,24,64.8,59
Harold Solomon,355,1977.25,24.5,65.35,59
Harold Solomon,410,1977.75,25,67.07,59
Harold Solomon,443,1978.25,25.5,66.59,59
Harold Solomon,505,1978.75,26,67.92,59
Harold Solomon,544,1979.25,26.5,67.28,59
Harold Solomon,589,1979.75,27,67.74,59
Harold Solomon,638,1980.25,27.5,68.34,59
Harold Solomon,688,1980.75,28,69.04,59
Harold Solomon,718,1981.25,28.5,68.66,59
Harold Solomon,752,1981.75,29,68.09,59
Harold Solomon,767,1982.25,29.5,67.54,59
Harold Solomon,791,1982.75,30,67.13,59
Harold Solomon,807,1983.25,30.5,66.42,59
Harold Solomon,821,1983.75,31,65.77,59
Harold Solomon,826,1984.25,31.5,65.5,59
Harold Solomon,838,1985.25,32.5,65.04,59
Harold Solomon,864,1985.75,33,65.28,59
Harold Solomon,869,1986.25,33.5,65.02,59
Patrick Rafter,1,1991.25,18.5,40,58
Patrick Rafter,4,1991.75,19,50,58
Patrick Rafter,12,1992.25,19.5,58.33,58
Patrick Rafter,30,1992.75,20,40,58
Patrick Rafter,50,1993.25,20.5,46,58
Patrick Rafter,81,1993.75,21,54.32,58
Patrick Rafter,114,1994.25,21.5,56.14,58
Patrick Rafter,151,1994.75,22,58.28,58
Patrick Rafter,183,1995.25,22.5,57.92,58
Patrick Rafter,216,1995.75,23,57.41,58
Patrick Rafter,225,1996.25,23.5,57.33,58
Patrick Rafter,266,1996.75,24,57.14,58
Patrick Rafter,286,1997.25,24.5,56.99,58
Patrick Rafter,348,1997.75,25,60.06,58
Patrick Rafter,382,1998.25,25.5,60.47,58
Patrick Rafter,432,1998.75,26,62.96,58
Patrick Rafter,454,1999.25,26.5,62.56,58
Patrick Rafter,507,2000.25,27.5,63.31,58
Patrick Rafter,538,2000.75,28,63.75,58
Patrick Rafter,573,2001.25,28.5,64.05,58
Patrick Rafter,613,2001.75,29,64.76,58
Joakim Nystrom,1,1981,17.25,60,57
Joakim Nystrom,4,1981.25,17.5,75,57
Joakim Nystrom,23,1981.75,18,56.52,57
Joakim Nystrom,34,1982.25,18.5,50,57
Joakim Nystrom,49,1982.75,19,51.02,57
Joakim Nystrom,55,1983.25,19.5,47.27,57
Joakim Nystrom,84,1983.75,20,51.19,57
Joakim Nystrom,107,1984.25,20.5,54.21,57
Joakim Nystrom,154,1984.75,21,59.74,57
Joakim Nystrom,190,1985.25,21.5,62.63,57
Joakim Nystrom,236,1985.75,22,65.25,57
Joakim Nystrom,280,1986.25,22.5,67.5,57
Joakim Nystrom,323,1986.75,23,67.8,57
Joakim Nystrom,337,1987.25,23.5,67.36,57
Joakim Nystrom,375,1987.75,24,67.73,57
Joakim Nystrom,381,1988.25,24.5,66.93,57
Joakim Nystrom,404,1988.75,25,66.09,57
Joakim Nystrom,409,1989.25,25.5,65.28,57
Sandy Mayer,1,1973,20.25,80,56
Sandy Mayer,19,1973.25,20.5,73.68,56
Sandy Mayer,63,1974.25,21.5,73.02,56
Sandy Mayer,73,1974.75,22,71.23,56
Sandy Mayer,104,1975.25,22.5,71.15,56
Sandy Mayer,123,1975.75,23,69.11,56
Sandy Mayer,162,1976.25,23.5,67.28,56
Sandy Mayer,170,1976.75,24,66.47,56
Sandy Mayer,203,1977.25,24.5,67,56
Sandy Mayer,211,1977.75,25,66.82,56
Sandy Mayer,250,1978.25,25.5,68,56
Sandy Mayer,273,1978.75,26,67.77,56
Sandy Mayer,295,1979.25,26.5,67.12,56
Sandy Mayer,316,1980.25,27.5,66.14,56
Sandy Mayer,347,1980.75,28,65.71,56
Sandy Mayer,376,1981.25,28.5,65.16,56
Sandy Mayer,389,1981.75,29,65.04,56
Sandy Mayer,433,1982.25,29.5,65.82,56
Sandy Mayer,462,1982.75,30,66.23,56
Sandy Mayer,477,1983.25,30.5,65.62,56
Sandy Mayer,512,1983.75,31,66.02,56
Sandy Mayer,516,1984.25,31.5,65.7,56
Sandy Mayer,531,1984.75,32,65.16,56
Milos Raonic,1,2007.25,16.5,40,55
Milos Raonic,17,2008.25,17.5,52.94,55
Milos Raonic,21,2008.75,18,42.86,55
Milos Raonic,44,2009.25,18.5,54.55,55
Milos Raonic,75,2009.75,19,57.33,55
Milos Raonic,95,2010.25,19.5,53.68,55
Milos Raonic,141,2010.75,20,58.87,55
Milos Raonic,179,2011.25,20.5,62.57,55
Milos Raonic,198,2011.75,21,61.62,55
Milos Raonic,229,2012.25,21.5,62.45,55
Milos Raonic,265,2012.75,22,63.02,55
Milos Raonic,292,2013.25,22.5,63.36,55
Milos Raonic,336,2013.75,23,63.99,55
Milos Raonic,354,2014.25,23.5,64.12,55
Milos Raonic,400,2014.75,24,65.25,55
Marin Cilic,1,2004.75,16,80,54
Marin Cilic,8,2005.25,16.5,62.5,54
Marin Cilic,24,2005.75,17,62.5,54
Marin Cilic,43,2006.25,17.5,62.79,54
Marin Cilic,64,2006.75,18,56.25,54
Marin Cilic,84,2007.25,18.5,54.76,54
Marin Cilic,125,2007.75,19,59.2,54
Marin Cilic,156,2008.25,19.5,59.62,54
Marin Cilic,195,2008.75,20,60.51,54
Marin Cilic,224,2009.25,20.5,62.5,54
Marin Cilic,254,2009.75,21,62.2,54
Marin Cilic,295,2010.25,21.5,64.41,54
Marin Cilic,324,2010.75,22,63.58,54
Marin Cilic,353,2011.25,22.5,63.17,54
Marin Cilic,386,2011.75,23,63.21,54
Marin Cilic,407,2012.25,23.5,63.14,54
Marin Cilic,452,2012.75,24,63.94,54
Marin Cilic,481,2013.25,24.5,64.45,54
Marin Cilic,498,2013.75,25,64.26,54
Marin Cilic,526,2014.25,25.5,64.83,54
Marin Cilic,567,2014.75,26,65.26,54
Jay Berger,1,1985.75,19,60,53
Jay Berger,20,1986.75,20,70,53
Jay Berger,38,1987.25,20.5,73.68,53
Jay Berger,69,1987.75,21,63.77,53
Jay Berger,89,1988.25,21.5,66.29,53
Jay Berger,114,1988.75,22,64.04,53
Jay Berger,132,1989.25,22.5,64.39,53
Jay Berger,169,1989.75,23,66.27,53
Jay Berger,202,1990.25,23.5,66.83,53
Jay Berger,234,1990.75,24,65.81,53
Robin Soderling,1,2001.25,16.5,60,52
Robin Soderling,13,2001.75,17,69.23,52
Robin Soderling,26,2002.25,17.5,65.38,52
Robin Soderling,57,2002.75,18,61.4,52
Robin Soderling,77,2003.25,18.5,59.74,52
Robin Soderling,110,2003.75,19,61.82,52
Robin Soderling,138,2004.25,19.5,60.87,52
Robin Soderling,166,2004.75,20,58.43,52
Robin Soderling,189,2005.25,20.5,58.73,52
Robin Soderling,211,2005.75,21,57.35,52
Robin Soderling,233,2006.25,21.5,58.37,52
Robin Soderling,265,2006.75,22,58.49,52
Robin Soderling,296,2007.25,22.5,59.46,52
Robin Soderling,338,2008.25,23.5,60.06,52
Robin Soderling,372,2008.75,24,60.22,52
Robin Soderling,405,2009.25,24.5,60.99,52
Robin Soderling,447,2009.75,25,62.42,52
Robin Soderling,487,2010.25,25.5,63.24,52
Robin Soderling,525,2010.75,26,63.81,52
Robin Soderling,568,2011.25,26.5,64.79,52
Juan Carlos Ferrero,1,1998.25,17.5,80,51
Juan Carlos Ferrero,32,1999.25,18.5,78.13,51
Juan Carlos Ferrero,72,1999.75,19,76.39,51
Juan Carlos Ferrero,95,2000.25,19.5,71.58,51
Juan Carlos Ferrero,138,2000.75,20,70.29,51
Juan Carlos Ferrero,162,2001.25,20.5,68.52,51
Juan Carlos Ferrero,216,2001.75,21,71.76,51
Juan Carlos Ferrero,240,2002.25,21.5,69.17,51
Juan Carlos Ferrero,285,2002.75,22,69.82,51
Juan Carlos Ferrero,319,2003.25,22.5,69.59,51
Juan Carlos Ferrero,376,2003.75,23,71.54,51
Juan Carlos Ferrero,401,2004.25,23.5,70.82,51
Juan Carlos Ferrero,424,2004.75,24,70.05,51
Juan Carlos Ferrero,442,2005.25,24.5,69,51
Juan Carlos Ferrero,490,2005.75,25,68.98,51
Juan Carlos Ferrero,512,2006.25,25.5,68.16,51
Juan Carlos Ferrero,548,2006.75,26,67.7,51
Juan Carlos Ferrero,569,2007.25,26.5,67.31,51
Juan Carlos Ferrero,600,2007.75,27,66.83,51
Juan Carlos Ferrero,626,2008.25,27.5,66.45,51
Juan Carlos Ferrero,639,2008.75,28,66.35,51
Juan Carlos Ferrero,654,2009.25,28.5,66.06,51
Juan Carlos Ferrero,698,2009.75,29,66.48,51
Juan Carlos Ferrero,725,2010.25,29.5,66.48,51
Juan Carlos Ferrero,750,2011.25,30.5,66.4,51
Juan Carlos Ferrero,771,2011.75,31,66.41,51
Juan Carlos Ferrero,787,2012.25,31.5,65.82,51
Juan Carlos Ferrero,797,2012.75,32,65.5,51
Eliot Teltscher,1,1976.75,17,60,50
Eliot Teltscher,7,1977.25,17.5,57.14,50
Eliot Teltscher,24,1977.75,18,41.67,50
Eliot Teltscher,35,1978.25,18.5,48.57,50
Eliot Teltscher,78,1978.75,19,61.54,50
Eliot Teltscher,105,1979.25,19.5,59.05,50
Eliot Teltscher,147,1979.75,20,61.9,50
Eliot Teltscher,181,1980.25,20.5,62.43,50
Eliot Teltscher,236,1980.75,21,65.68,50
Eliot Teltscher,270,1981.25,21.5,66.3,50
Eliot Teltscher,313,1981.75,22,67.73,50
Eliot Teltscher,342,1982.25,22.5,67.54,50
Eliot Teltscher,384,1982.75,23,67.19,50
Eliot Teltscher,408,1983.25,23.5,67.4,50
Eliot Teltscher,446,1983.75,24,66.82,50
Eliot Teltscher,477,1984.25,24.5,67.09,50
Eliot Teltscher,503,1984.75,25,66.8,50
Eliot Teltscher,537,1985.25,25.5,67.41,50
Eliot Teltscher,563,1986.25,26.5,66.61,50
Eliot Teltscher,579,1986.75,27,66.32,50
Eliot Teltscher,593,1987.25,27.5,66.27,50
Eliot Teltscher,610,1987.75,28,65.9,50
Eliot Teltscher,630,1988.25,28.5,66.19,50
Richard Krajicek,1,1990.75,19,100,49
Richard Krajicek,32,1991.25,19.5,75,49
Richard Krajicek,66,1991.75,20,68.18,49
Richard Krajicek,89,1992.25,20.5,65.17,49
Richard Krajicek,125,1992.75,21,66.4,49
Richard Krajicek,160,1993.25,21.5,65.63,49
Richard Krajicek,197,1993.75,22,65.48,49
Richard Krajicek,201,1994.25,22.5,65.17,49
Richard Krajicek,236,1994.75,23,66.1,49
Richard Krajicek,272,1995.25,23.5,66.18,49
Richard Krajicek,301,1995.75,24,65.12,49
Richard Krajicek,329,1996.25,24.5,64.74,49
Richard Krajicek,380,1996.75,25,65,49
Richard Krajicek,401,1997.25,25.5,64.84,49
Richard Krajicek,444,1997.75,26,65.54,49
Richard Krajicek,472,1998.25,26.5,66.1,49
Richard Krajicek,511,1998.75,27,66.54,49
Richard Krajicek,540,1999.25,27.5,67.22,49
Richard Krajicek,573,1999.75,28,66.67,49
Richard Krajicek,585,2000.25,28.5,66.67,49
Richard Krajicek,618,2000.75,29,66.67,49
Richard Krajicek,625,2002.25,30.5,66.4,49
Richard Krajicek,638,2002.75,31,66.3,49
Richard Krajicek,652,2003.25,31.5,65.95,49
Jose Higueras,1,1973.75,20,80,48
Jose Higueras,19,1974.25,20.5,63.16,48
Jose Higueras,48,1975.25,21.5,54.17,48
Jose Higueras,73,1975.75,22,53.42,48
Jose Higueras,92,1976.25,22.5,54.35,48
Jose Higueras,123,1976.75,23,56.1,48
Jose Higueras,156,1977.25,23.5,57.69,48
Jose Higueras,192,1977.75,24,59.38,48
Jose Higueras,229,1978.25,24.5,60.7,48
Jose Higueras,277,1978.75,25,63.9,48
Jose Higueras,300,1979.25,25.5,64.33,48
Jose Higueras,355,1979.75,26,67.04,48
Jose Higueras,382,1980.25,26.5,66.49,48
Jose Higueras,418,1981.25,27.5,65.79,48
Jose Higueras,455,1981.75,28,65.27,48
Jose Higueras,474,1982.25,28.5,64.98,48
Jose Higueras,533,1982.75,29,66.04,48
Jose Higueras,555,1983.25,29.5,66.13,48
Jose Higueras,604,1983.75,30,67.22,48
Jose Higueras,615,1984.25,30.5,66.99,48
Jose Higueras,648,1984.75,31,67.13,48
Jose Higueras,653,1985.25,31.5,66.92,48
Jose Higueras,670,1985.75,32,65.97,48
Tomas Berdych,1,2002,16.25,40,47
Tomas Berdych,4,2002.25,16.5,50,47
Tomas Berdych,15,2002.75,17,66.67,47
Tomas Berdych,44,2003.25,17.5,65.91,47
Tomas Berdych,88,2003.75,18,70.45,47
Tomas Berdych,109,2004.25,18.5,67.89,47
Tomas Berdych,148,2004.75,19,68.24,47
Tomas Berdych,165,2005.25,19.5,64.85,47
Tomas Berdych,207,2005.75,20,62.8,47
Tomas Berdych,233,2006.25,20.5,62.66,47
Tomas Berdych,281,2006.75,21,64.06,47
Tomas Berdych,306,2007.25,21.5,63.73,47
Tomas Berdych,352,2007.75,22,64.77,47
Tomas Berdych,380,2008.25,22.5,64.47,47
Tomas Berdych,416,2008.75,23,64.42,47
Tomas Berdych,441,2009.25,23.5,63.72,47
Tomas Berdych,482,2009.75,24,63.9,47
Tomas Berdych,517,2010.25,24.5,64.02,47
Tomas Berdych,554,2010.75,25,64.08,47
Tomas Berdych,591,2011.25,25.5,63.96,47
Tomas Berdych,625,2011.75,26,64.16,47
Tomas Berdych,663,2012.25,26.5,64.71,47
Tomas Berdych,706,2012.75,27,65.16,47
Tomas Berdych,752,2013.25,27.5,65.69,47
Tomas Berdych,794,2013.75,28,65.87,47
Tomas Berdych,830,2014.25,28.5,66.02,47
Tomas Berdych,868,2014.75,29,66.01,47
David Nalbandian,1,1999,16.25,40,46
David Nalbandian,3,1999.25,16.5,33.33,46
David Nalbandian,23,1999.75,17,69.57,46
David Nalbandian,33,2000.25,17.5,60.61,46
David Nalbandian,48,2000.75,18,58.33,46
David Nalbandian,73,2001.25,18.5,60.27,46
David Nalbandian,113,2001.75,19,63.72,46
David Nalbandian,142,2002.25,19.5,63.38,46
David Nalbandian,177,2002.75,20,62.15,46
David Nalbandian,206,2003.25,20.5,63.11,46
David Nalbandian,243,2003.75,21,64.2,46
David Nalbandian,258,2004.25,21.5,64.34,46
David Nalbandian,284,2004.75,22,64.79,46
David Nalbandian,313,2005.25,22.5,65.18,46
David Nalbandian,345,2005.75,23,65.8,46
David Nalbandian,377,2006.25,23.5,66.58,46
David Nalbandian,409,2006.75,24,66.75,46
David Nalbandian,437,2007.25,24.5,65.9,46
David Nalbandian,459,2007.75,25,65.58,46
David Nalbandian,493,2008.25,25.5,66.73,46
David Nalbandian,516,2008.75,26,66.47,46
David Nalbandian,549,2009.25,26.5,67.03,46
David Nalbandian,565,2010.25,27.5,66.9,46
David Nalbandian,588,2010.75,28,67.35,46
David Nalbandian,608,2011.25,28.5,67.27,46
David Nalbandian,622,2011.75,29,67.04,46
David Nalbandian,648,2012.25,29.5,66.82,46
Andres Gomez,1,1979.25,18.5,60,45
Andres Gomez,18,1979.75,19,66.67,45
Andres Gomez,39,1980.25,19.5,58.97,45
Andres Gomez,70,1980.75,20,60,45
Andres Gomez,93,1981.25,20.5,58.06,45
Andres Gomez,125,1981.75,21,60.8,45
Andres Gomez,156,1982.25,21.5,61.54,45
Andres Gomez,198,1982.75,22,63.13,45
Andres Gomez,225,1983.25,22.5,63.11,45
Andres Gomez,260,1983.75,23,64.62,45
Andres Gomez,292,1984.25,23.5,64.73,45
Andres Gomez,344,1984.75,24,68.02,45
Andres Gomez,366,1985.25,24.5,68.85,45
Andres Gomez,386,1985.75,25,68.13,45
Andres Gomez,418,1986.25,25.5,68.42,45
Andres Gomez,464,1986.75,26,68.97,45
Andres Gomez,492,1987.25,26.5,69.11,45
Andres Gomez,539,1987.75,27,69.57,45
Andres Gomez,563,1988.25,27.5,69.09,45
Andres Gomez,599,1988.75,28,69.28,45
Andres Gomez,616,1989.25,28.5,68.83,45
Andres Gomez,652,1989.75,29,68.87,45
Andres Gomez,673,1990.25,29.5,68.5,45
Andres Gomez,714,1990.75,30,68.63,45
Andres Gomez,728,1991.25,30.5,67.45,45
Andres Gomez,755,1991.75,31,67.02,45
Andres Gomez,777,1992.25,31.5,66.92,45
Andres Gomez,800,1993.25,32.5,66.38,45
Yevgeny Kafelnikov,1,1992.5,17.75,20,44
Yevgeny Kafelnikov,4,1992.75,18,25,44
Yevgeny Kafelnikov,10,1993.25,18.5,30,44
Yevgeny Kafelnikov,38,1993.75,19,47.37,44
Yevgeny Kafelnikov,77,1994.25,19.5,58.44,44
Yevgeny Kafelnikov,133,1994.75,20,63.91,44
Yevgeny Kafelnikov,180,1995.25,20.5,67.22,44
Yevgeny Kafelnikov,235,1995.75,21,67.23,44
Yevgeny Kafelnikov,282,1996.25,21.5,67.38,44
Yevgeny Kafelnikov,339,1996.75,22,69.62,44
Yevgeny Kafelnikov,360,1997.25,22.5,68.89,44
Yevgeny Kafelnikov,420,1997.75,23,68.57,44
Yevgeny Kafelnikov,459,1998.25,23.5,68.85,44
Yevgeny Kafelnikov,506,1998.75,24,68.58,44
Yevgeny Kafelnikov,549,1999.25,24.5,68.85,44
Yevgeny Kafelnikov,602,1999.75,25,68.27,44
Yevgeny Kafelnikov,647,2000.25,25.5,68.16,44
Yevgeny Kafelnikov,700,2000.75,26,67.57,44
Yevgeny Kafelnikov,754,2001.25,26.5,68.04,44
Yevgeny Kafelnikov,798,2001.75,27,67.92,44
Yevgeny Kafelnikov,843,2002.25,27.5,68.09,44
Yevgeny Kafelnikov,881,2002.75,28,67.65,44
Yevgeny Kafelnikov,908,2003.25,28.5,66.96,44
Yevgeny Kafelnikov,940,2003.75,29,66.6,44
Gene Mayer,1,1975.25,18.5,60,43
Gene Mayer,24,1976.25,19.5,37.5,43
Gene Mayer,39,1976.75,20,43.59,43
Gene Mayer,63,1977.25,20.5,44.44,43
Gene Mayer,82,1977.75,21,41.46,43
Gene Mayer,102,1978.25,21.5,45.1,43
Gene Mayer,135,1978.75,22,48.15,43
Gene Mayer,151,1979.25,22.5,49.01,43
Gene Mayer,194,1979.75,23,53.09,43
Gene Mayer,239,1980.25,23.5,59.41,43
Gene Mayer,282,1980.75,24,62.41,43
Gene Mayer,324,1981.25,24.5,64.81,43
Gene Mayer,344,1981.75,25,65.12,43
Gene Mayer,361,1982.25,25.5,65.65,43
Gene Mayer,399,1982.75,26,66.92,43
Gene Mayer,423,1983.25,26.5,67.38,43
Gene Mayer,441,1983.75,27,67.35,43
Gene Mayer,452,1984.25,27.5,67.26,43
Gene Mayer,481,1984.75,28,66.94,43
Marcelo Rios,1,1993,17.25,60,42
Marcelo Rios,3,1993.25,17.5,33.33,42
Marcelo Rios,7,1994.25,18.5,57.14,42
Marcelo Rios,40,1994.75,19,62.5,42
Marcelo Rios,67,1995.25,19.5,58.21,42
Marcelo Rios,111,1995.75,20,61.26,42
Marcelo Rios,146,1996.25,20.5,63.01,42
Marcelo Rios,193,1996.75,21,64.77,42
Marcelo Rios,228,1997.25,21.5,65.35,42
Marcelo Rios,281,1997.75,22,66.55,42
Marcelo Rios,321,1998.25,22.5,68.54,42
Marcelo Rios,361,1998.75,23,69.25,42
Marcelo Rios,386,1999.25,23.5,69.17,42
Marcelo Rios,431,1999.75,24,69.61,42
Marcelo Rios,454,2000.25,24.5,69.6,42
Marcelo Rios,490,2000.75,25,68.57,42
Marcelo Rios,511,2001.25,25.5,67.91,42
Marcelo Rios,538,2001.75,26,67.84,42
Marcelo Rios,573,2002.25,26.5,67.71,42
Marcelo Rios,598,2002.75,27,67.39,42
Marcelo Rios,625,2003.25,27.5,67.2,42
Marcelo Rios,633,2004.25,28.5,66.82,42
Guillermo Coria,1,1999,16.25,80,41
Guillermo Coria,9,1999.25,16.5,44.44,41
Guillermo Coria,17,1999.75,17,52.94,41
Guillermo Coria,46,2000.25,17.5,69.57,41
Guillermo Coria,65,2000.75,18,66.15,41
Guillermo Coria,108,2001.25,18.5,74.07,41
Guillermo Coria,138,2002.25,19.5,70.29,41
Guillermo Coria,180,2002.75,20,70,41
Guillermo Coria,204,2003.25,20.5,69.12,41
Guillermo Coria,253,2003.75,21,71.94,41
Guillermo Coria,286,2004.25,21.5,72.03,41
Guillermo Coria,314,2004.75,22,72.29,41
Guillermo Coria,334,2005.25,22.5,71.56,41
Guillermo Coria,391,2005.75,23,71.87,41
Guillermo Coria,407,2006.25,23.5,70.52,41
Guillermo Coria,425,2007.75,25,68.94,41
Guillermo Coria,433,2008.25,25.5,67.9,41
David Ferrer,1,2000,17.25,80,40
David Ferrer,2,2000.25,17.5,50,40
David Ferrer,29,2001.25,18.5,68.97,40
David Ferrer,57,2001.75,19,59.65,40
David Ferrer,78,2002.25,19.5,56.41,40
David Ferrer,133,2002.75,20,64.66,40
David Ferrer,147,2003.25,20.5,61.9,40
David Ferrer,179,2003.75,21,59.22,40
David Ferrer,200,2004.25,21.5,58,40
David Ferrer,238,2004.75,22,57.14,40
David Ferrer,266,2005.25,22.5,56.39,40
David Ferrer,310,2005.75,23,57.1,40
David Ferrer,337,2006.25,23.5,56.97,40
David Ferrer,377,2006.75,24,58.09,40
David Ferrer,409,2007.25,24.5,58.68,40
David Ferrer,454,2007.75,25,60.13,40
David Ferrer,485,2008.25,25.5,60.62,40
David Ferrer,533,2008.75,26,61.35,40
David Ferrer,561,2009.25,26.5,61.68,40
David Ferrer,599,2009.75,27,61.6,40
David Ferrer,629,2010.25,27.5,62.16,40
David Ferrer,672,2010.75,28,62.8,40
David Ferrer,711,2011.25,28.5,63.43,40
David Ferrer,747,2011.75,29,63.99,40
David Ferrer,793,2012.25,29.5,64.94,40
David Ferrer,843,2012.75,30,65.72,40
David Ferrer,890,2013.25,30.5,66.74,40
David Ferrer,927,2013.75,31,66.88,40
David Ferrer,971,2014.25,31.5,67.04,40
David Ferrer,1010,2014.75,32,67.03,40
Kei Nishikori,1,2006,16.25,60,39
Kei Nishikori,6,2006.25,16.5,50,39
Kei Nishikori,14,2006.75,17,64.29,39
Kei Nishikori,28,2007.25,17.5,60.71,39
Kei Nishikori,60,2007.75,18,61.67,39
Kei Nishikori,89,2008.25,18.5,62.92,39
Kei Nishikori,118,2008.75,19,63.56,39
Kei Nishikori,133,2010.25,20.5,61.65,39
Kei Nishikori,174,2010.75,21,64.37,39
Kei Nishikori,203,2011.25,21.5,64.53,39
Kei Nishikori,241,2011.75,22,64.73,39
Kei Nishikori,271,2012.25,22.5,64.94,39
Kei Nishikori,300,2012.75,23,65,39
Kei Nishikori,328,2013.25,23.5,65.85,39
Kei Nishikori,356,2013.75,24,65.45,39
Kei Nishikori,386,2014.25,24.5,66.06,39
Kei Nishikori,424,2014.75,25,67.45,39
Stan Smith,1,1973,26.25,80,38
Stan Smith,31,1973.25,26.5,87.1,38
Stan Smith,82,1973.75,27,82.93,38
Stan Smith,114,1974.25,27.5,79.82,38
Stan Smith,200,1975.25,28.5,77.5,38
Stan Smith,229,1975.75,29,75.55,38
Stan Smith,257,1976.25,29.5,73.93,38
Stan Smith,296,1976.75,30,73.65,38
Stan Smith,340,1977.25,30.5,73.53,38
Stan Smith,377,1977.75,31,72.68,38
Stan Smith,420,1978.25,31.5,71.9,38
Stan Smith,443,1978.75,32,71.33,38
Stan Smith,470,1979.25,32.5,70.85,38
Stan Smith,504,1979.75,33,71.03,38
Stan Smith,542,1980.25,33.5,71.03,38
Stan Smith,562,1980.75,34,70.64,38
Stan Smith,579,1981.25,34.5,70.12,38
Stan Smith,605,1981.75,35,69.75,38
Stan Smith,616,1982.25,35.5,69.48,38
Stan Smith,627,1982.75,36,68.9,38
Stan Smith,640,1983.25,36.5,68.59,38
Stan Smith,648,1983.75,37,67.75,38
Roscoe Tanner,1,1973,21.25,80,37
Roscoe Tanner,15,1973.25,21.5,60,37
Roscoe Tanner,60,1973.75,22,61.67,37
Roscoe Tanner,90,1974.25,22.5,60,37
Roscoe Tanner,142,1974.75,23,64.08,37
Roscoe Tanner,189,1975.25,23.5,66.67,37
Roscoe Tanner,243,1975.75,24,68.72,37
Roscoe Tanner,272,1976.25,24.5,67.65,37
Roscoe Tanner,319,1976.75,25,69.28,37
Roscoe Tanner,371,1977.25,25.5,69.27,37
Roscoe Tanner,406,1977.75,26,68.97,37
Roscoe Tanner,450,1978.25,26.5,68.67,37
Roscoe Tanner,500,1978.75,27,69,37
Roscoe Tanner,540,1979.25,27.5,69.63,37
Roscoe Tanner,580,1979.75,28,69.83,37
Roscoe Tanner,610,1980.25,28.5,69.67,37
Roscoe Tanner,647,1980.75,29,70.02,37
Roscoe Tanner,676,1981.25,29.5,70.12,37
Roscoe Tanner,706,1981.75,30,70.11,37
Roscoe Tanner,740,1982.25,30.5,69.86,37
Roscoe Tanner,761,1982.75,31,69.38,37
Roscoe Tanner,768,1983.25,31.5,69.14,37
